Site,Plant,Sex,Individual,PhenotypeA,PhenotypeB
Site 20,1,Male,5,2.1640546578906297,0.12772162917825242
Site 20,1,Female,6,1.6940316007868075,0.669972301612378
Site 20,1,Male,7,2.281695021721554,0.5448268257093772
Site 20,1,Male,8,1.6803381077614148,0.861221444351308
Site 20,1,Male,9,2.304091563533724,0.7021762661041917
Site 20,1,Female,10,2.446066202995113,0.2848198519218996
Site 20,1,Male,11,2.0844883562585714,0.545944501768689
Site 20,1,Female,12,1.9812164659032436,0.36004298073803287
Site 20,1,Female,13,1.4818535318505073,0.42955812496741985
Site 20,1,Male,14,1.5234805143529901,0.5113831732912579
Site 20,1,Male,15,1.9237067184550138,0.27552806336767866
Site 20,1,Male,16,1.6459727022831572,0.5394981941726213
Site 20,1,Male,17,2.008281574757894,0.8833679814400963
Site 20,1,Male,18,1.8712290586994678,0.4548993508537703
Site 20,1,Female,19,1.7939751229874021,0.6352667641596359
Site 20,1,Male,20,1.6608537866179514,0.7402518813398932
Site 20,2,Female,1,2.1706649171867456,0.7922375916963609
Site 20,2,Male,2,1.6344180966677313,1.1233870120108254
Site 20,2,Female,3,2.071225697503888,0.7230780862468538
Site 20,2,Male,4,1.560203602286556,0.3309646440473429
Site 20,2,Female,5,1.885060937239666,0.8252262675713911
Site 20,2,Female,6,1.8694824425936685,1.6891112135995054
Site 20,2,Female,7,1.3272664055419507,1.008891802201914
Site 20,2,Female,8,2.2398550816316876,1.655669507369117
Site 20,2,Male,9,2.1220547783293315,0.9427528432360663
Site 20,2,Male,10,2.18499456892873,0.5308228936826529
Site 20,2,Female,11,1.9518039582582787,0.8393120788779393
Site 20,2,Female,12,1.7417993338710411,0.5433592460434467
Site 20,2,Female,13,1.6101015550622901,0.40835355425473496
Site 20,2,Male,14,2.027624463350173,-0.07035371935852575
Site 20,2,Male,15,2.030604343753043,0.8480452835788307
Site 20,2,Female,16,1.9719265902654364,-0.18877245602699078
Site 20,2,Female,17,1.878753781389231,1.1671404665955163
Site 20,2,Male,18,1.939709500243639,1.315604813002223
Site 20,2,Male,19,1.6349364963997455,0.6186637659222274
Site 20,2,Male,20,1.8617542783912737,0.5742036120646212
Site 20,3,Male,1,1.6801488266988143,0.9374484629223536
Site 20,3,Male,2,1.8037040522092673,0.5928406302523183
Site 20,3,Male,3,2.217901020990522,0.8508000422844784
Site 20,3,Male,4,1.7660297443936348,0.4457123374843575
Site 20,3,Male,5,2.1278770328034144,0.4729937878253368
Site 20,3,Male,6,1.8649590571177963,0.9017942877139393
Site 20,3,Male,7,1.839288704578835,1.255447349002996
Site 20,3,Male,8,2.0235274518800304,0.5137082961049511
Site 20,3,Female,9,2.355177840184082,-0.5785440060937832
Site 20,3,Male,10,1.8962696129141507,0.29932769951274774
Site 20,3,Male,11,1.8959221803553006,1.2947765401389675
Site 20,3,Female,12,1.90127701512106,0.21605724056296433
Site 20,3,Male,13,1.6975519545379696,0.46045949893869687
Site 20,3,Male,14,1.8482475557786153,1.3274902174666283
Site 20,3,Female,15,1.7547971708724468,1.3877571562552948
Site 20,3,Female,16,1.9457818652989953,0.16749687256361795
Site 20,3,Male,17,1.7965991771532805,0.25115675815937333
Site 20,3,Male,18,2.199154589636742,-0.10774848546473159
Site 20,3,Male,19,1.7689393874185813,-0.30003784900010944
Site 20,3,Male,20,2.015628635255774,0.6168107446700577
Site 20,4,Male,1,2.0612153405966684,0.3159533730131021
Site 20,4,Female,2,1.717520562624204,0.5968639395096537
Site 20,4,Male,3,1.6616429737441427,0.6440941805128332
Site 20,4,Male,4,1.9288118765414222,0.5849165689836267
Site 20,4,Male,5,1.4894970663737839,-0.01894018140000131
Site 20,4,Male,6,1.2895449093123847,0.49610429566422953
Site 20,4,Female,7,1.9171774369844046,0.8578004546920863
Site 20,4,Male,8,1.7873595259009847,0.8187606188833996
Site 20,4,Male,9,2.067612364433556,-0.1413920104898163
Site 20,4,Female,10,1.8352223463732786,-0.04237658906733888
Site 20,4,Male,11,2.021821593083371,-0.43655867353178346
Site 20,4,Male,12,2.581957249846352,0.2643402712002403
Site 20,4,Male,13,1.6839025742276452,0.6382287132591329
Site 20,4,Female,14,1.828351368358371,1.0560766446034333
Site 20,4,Female,15,1.766300621149184,1.0309195292673459
Site 20,4,Female,16,1.7256977983948534,0.2837432347894099
Site 20,4,Female,17,2.238115925535653,0.9821414160002264
Site 20,4,Male,18,2.3159653532590654,0.36162483886978414
Site 20,4,Female,19,1.8615279185073024,0.3670865024431618
Site 20,4,Female,20,1.7882575611628817,1.062039092038845
Site 20,5,Female,1,1.9601134665277362,0.7946508742936622
Site 20,5,Male,2,1.9966011538241328,0.9359895039985887
Site 20,5,Male,3,1.9813696306563215,0.48523232289948875
Site 20,5,Male,4,1.8798477739693762,1.0809570545014169
Site 20,5,Male,5,1.786400017578005,0.41998243207652686
Site 20,5,Male,6,2.1996396267697014,0.49124398854286255
Site 20,5,Female,7,1.6653437856823214,-0.12456348138883344
Site 20,5,Female,8,1.7391219040317363,0.04048996615970235
Site 20,5,Female,9,1.3643946998405823,0.8685315781092571
Site 20,5,Male,10,2.0088779554487735,0.1851984120917302
Site 20,5,Male,11,1.9042599380192677,0.5879136822148339
Site 20,5,Male,12,2.268995292196776,0.8916195356228963
Site 20,5,Male,13,1.9137985001827436,0.6828811285789615
Site 20,5,Female,14,2.080563090589041,0.15267461428948076
Site 20,5,Female,15,2.054894826917266,0.8510202593548473
Site 20,5,Male,16,2.0379920812612227,0.8582645364019553
Site 20,5,Male,17,1.748372082681595,1.0996903630828532
Site 20,5,Male,18,2.0096426362083277,1.5768193036098617
Site 20,5,Male,19,1.8194832503666978,0.4658384491032942
Site 20,5,Female,20,2.1981900451128897,0.3060301143441914
Site 21,1,Male,1,3.643036163276563,0.7207997119544047
Site 21,1,Female,2,3.1733777413168545,1.1993850073707684
Site 21,1,Female,3,3.4523002089476296,1.5975892078909184
Site 21,1,Female,4,2.9823403282755385,2.090003379081077
Site 21,1,Male,5,3.0836376507088383,1.966910916608327
Site 21,1,Female,6,3.1580382921909615,2.3799772976177294
Site 21,1,Male,7,2.8840512153958695,1.618170587235501
Site 21,1,Male,8,3.1742015939961,0.6101486845064619
Site 21,1,Female,9,2.6805577184001157,0.9144641332656285
Site 21,1,Female,10,2.9034550275820585,1.461688022298841
Site 21,1,Male,11,3.5425024611822704,0.8869240345302214
Site 21,1,Female,12,3.1705188682058183,1.491212136547775
Site 21,1,Male,13,3.2218430160801503,1.2224880635719593
Site 21,1,Male,14,2.6978657559636607,1.327646616738685
Site 21,1,Male,15,2.9679113148758134,2.527312468266412
Site 21,1,Female,16,2.9189111058774455,1.487512461924685
Site 21,1,Male,17,3.2254575813562325,2.083817312598858
Site 21,1,Male,18,3.2801575448004194,1.1360620660260503
Site 21,1,Female,19,3.492086140694538,2.6155456086293354
Site 21,1,Female,20,3.659053068264007,2.479148884016916
Site 21,2,Male,1,3.3171534613675298,1.9205116000271298
Site 21,2,Male,2,3.498108760391486,1.8158879077411032
Site 21,2,Male,3,2.6993987416816285,2.28088114330106
Site 21,2,Male,4,2.9840065771264754,1.6449674011457518
Site 21,2,Male,5,2.8875541032270524,2.2120400996576275
Site 21,2,Male,6,3.14895799652321,2.2898423780900847
Site 21,2,Male,7,3.405238349292188,1.5215604413756627
Site 21,2,Male,8,3.816919674650313,1.6516247571744966
Site 21,2,Male,9,3.6172128306261477,1.4100092652073193
Site 21,2,Female,10,3.036232771815562,1.3166557796918004
Site 21,2,Female,11,2.905140949964408,0.2160719225610146
Site 21,2,Male,12,3.246850976120871,1.7082266825958272
Site 21,2,Female,13,2.9325772254092133,2.1136122202038767
Site 21,2,Female,14,3.423372525721998,1.445882229958547
Site 21,2,Female,15,2.9823755611542597,2.5998869449629005
Site 21,2,Male,16,3.3820674144726146,1.505510198470051
Site 21,2,Male,17,2.863481066047998,1.229772685863064
Site 21,2,Female,18,2.555514850929276,2.139981848261404
Site 21,2,Male,19,3.5890885198901925,1.861336960962518
Site 21,2,Male,20,3.1667586267414904,1.1233228946834741
Site 21,3,Male,1,3.4413910955976603,0.9183351101582308
Site 21,3,Male,2,3.4250009916893256,1.5949438847714974
Site 21,3,Male,3,3.09945419943404,1.8507351722032397
Site 21,3,Female,4,2.994962525594251,2.396277994608854
Site 21,3,Male,5,3.3683505148559836,0.5450459239748784
Site 21,3,Male,6,3.7400689247633947,0.5783646275772163
Site 21,3,Male,7,2.983228178395712,0.8077692500326299
Site 21,3,Female,8,2.8451949612448404,1.2930465981805934
Site 21,3,Male,9,3.1713728778007106,1.4401359266010114
Site 21,3,Male,10,3.1145246350224864,2.7969164542154203
Site 21,3,Male,11,2.9261732454468086,1.928789997478217
Site 21,3,Male,12,3.5820035264902286,1.8618244062074982
Site 21,3,Male,13,2.9197918250873736,1.0680103410351671
Site 21,3,Female,14,3.0739170542706673,1.613146480778264
Site 21,3,Male,15,3.1140384495655686,1.929337574522457
Site 21,3,Male,16,2.548419647359273,1.3986795478751493
Site 21,3,Male,17,3.191339139924532,2.304455272536845
Site 21,3,Female,18,2.6501593493941584,1.2772219434280914
Site 21,3,Male,19,2.938103348813952,1.6016827113369831
Site 21,3,Female,20,3.406805088835641,1.274685523605228
Site 21,4,Female,1,3.99829494960256,2.055422801432115
Site 21,4,Male,2,3.365425482876396,1.5051167896194844
Site 21,4,Female,3,3.7112032278099782,1.2661043062156239
Site 21,4,Male,4,2.6763090527612583,2.3640355918500164
Site 21,4,Male,5,3.8045085181166503,1.118818593212792
Site 21,4,Female,6,2.7273970022932756,1.8971000971466658
Site 21,4,Male,7,3.365938524726823,1.5565374411266184
Site 21,4,Male,8,3.0588826540733822,1.2106236821753735
Site 21,4,Male,9,3.2497025961359056,2.0656710611127638
Site 21,4,Female,10,3.4073436091831457,0.9761631901295249
Site 21,4,Male,11,3.2266023335764538,0.6128695710134103
Site 21,4,Male,12,3.0901036991232753,2.0849571314145647
Site 21,4,Female,13,2.7190599980388797,1.1778222798716853
Site 21,4,Female,14,3.678922557108411,1.8717557073829054
Site 21,4,Male,15,3.1217525270172075,2.392307557700252
Site 21,4,Female,16,3.240314348172672,1.4357522498375175
Site 21,4,Male,17,3.2389672950242923,1.4508725040712342
Site 21,4,Male,18,3.2318292882856205,1.1220036750342461
Site 21,4,Male,19,3.0384636413943356,0.6847891478070002
Site 21,4,Male,20,3.467266914725646,1.7271388083088337
Site 21,5,Male,1,3.196938856810142,0.8213557217362036
Site 21,5,Male,2,2.9941983835552257,-0.4524965986719356
Site 21,5,Male,3,3.3625850791127077,1.4391967516200594
Site 21,5,Male,4,3.2213212602214063,1.6579212119303048
Site 21,5,Male,5,3.562101792601456,1.6678178727323132
Site 21,5,Female,6,3.45733416638521,1.6088199404750172
Site 21,5,Female,7,2.7406542003980947,1.1272716478893314
Site 21,5,Male,8,2.486716870052891,1.5551321089010746
Site 21,5,Female,9,3.4616700496815374,1.276527971095699
Site 21,5,Male,10,3.4146430009431215,1.1807889563984202
Site 21,5,Male,11,2.951039296203783,2.127386995922555
Site 21,5,Female,12,3.3803619761557933,0.8776282508134262
Site 21,5,Female,13,3.7508185217374472,1.4006484704953484
Site 21,5,Female,14,3.3368164525804973,0.6580111990326794
Site 21,5,Male,15,3.2720749034754757,1.1602017774569078
Site 21,5,Male,16,3.494994010383925,1.3415026163876362
Site 21,5,Male,17,3.3150137704114946,2.029394021141621
Site 21,5,Female,18,3.3486392424266835,0.5520259908899985
Site 21,5,Female,19,3.6304933645382107,0.805879600730003
Site 21,5,Female,20,3.3360609782810142,1.530010242640517
Site 22,1,Female,1,0.6994544947151253,1.338313171351002
Site 22,1,Male,2,0.6082833497814129,1.9592233044082077
Site 22,1,Male,3,1.0222153671346461,1.5538142622779012
Site 22,1,Female,4,0.9496317384564668,1.6727108008164688
Site 22,1,Male,5,1.1262024441236476,1.2035789968809625
Site 22,1,Male,6,0.22787577500381107,1.2634949578008123
Site 22,1,Female,7,0.61167487031921,1.7160799895389445
Site 22,1,Female,8,0.7643514554995989,1.7608681460058933
Site 22,1,Male,9,0.5691942063681409,1.5229482847215599
Site 22,1,Female,10,0.87688405813024,1.1586245056047546
Site 22,1,Female,11,0.8605607834133333,0.6838844914989995
Site 22,1,Female,12,1.295280784852206,2.07239542896653
Site 22,1,Male,13,1.5498285739842381,1.5033305809416706
Site 22,1,Male,14,1.630990117566034,1.0665864373296619
Site 22,1,Female,15,1.034800638819401,1.55564590655572
Site 22,1,Female,16,1.049530569193715,1.2669308570411826
Site 22,1,Male,17,1.0726189761909948,0.9328751341399742
Site 22,1,Female,18,0.5483734967173931,1.4610382241187019
Site 22,1,Male,19,0.6402889590616414,1.2759266555685929
Site 22,1,Male,20,0.9218040599038675,1.5911999654356355
Site 22,2,Male,1,0.85156167227789,1.0870861940337626
Site 22,2,Female,2,1.1048119751372862,2.05255688433199
Site 22,2,Male,3,0.6659195877352403,2.0516077488731996
Site 22,2,Male,4,0.8489937956307426,1.3324770072409762
Site 22,2,Male,5,1.192303981663835,1.3039270482321332
Site 22,2,Male,6,1.1270446196781176,1.5997834203351038
Site 22,2,Male,7,0.4331631468181967,1.7769872398318756
Site 22,2,Female,8,0.7543909671795654,1.16965428705947
Site 22,2,Female,9,1.152830691888356,0.7440000097897048
Site 22,2,Male,10,0.33360180432318054,1.5015204569537501
Site 22,2,Male,11,0.5219029185277781,1.2581647311966349
Site 22,2,Male,12,1.2059519052261989,1.4179906405618095
Site 22,2,Female,13,0.8393514862480738,0.667947936971468
Site 22,2,Male,14,1.0319373796903506,1.768711162499479
Site 22,2,Male,15,0.7077432482656456,1.0956368865501296
Site 22,2,Male,16,0.5488386034687294,1.4758178566082742
Site 22,2,Male,17,1.5126605197992267,1.5081160615828286
Site 22,2,Male,18,0.5801464415728943,0.9242344422841741
Site 22,2,Male,19,1.0583640824731306,1.5542677971703271
Site 22,2,Male,20,0.743621770533181,1.7521608112062366
Site 22,3,Male,1,0.6038795584949008,1.2691062220301799
Site 22,3,Male,2,1.03802106732552,1.7571246195830206
Site 22,3,Female,3,1.0777702813017276,1.5779004791797004
Site 22,3,Female,4,1.0114270867443889,1.4383268523183896
Site 22,3,Male,5,1.224802468672173,1.4211006740224863
Site 22,3,Male,6,1.1315020257516206,1.5306131998127188
Site 22,3,Female,7,1.066004275452424,1.770835535936279
Site 22,3,Female,8,1.266109734914879,1.7858435280497775
Site 22,3,Male,9,1.1611978895473902,1.4895030169719279
Site 22,3,Male,10,0.490466660555237,1.105670799385544
Site 22,3,Female,11,0.9896245476120736,1.2074466924318488
Site 22,3,Male,12,0.8453657436967141,1.0539436729114957
Site 22,3,Female,13,0.95671802224889,1.5958532640587895
Site 22,3,Male,14,0.9222573649285325,1.6700236766210703
Site 22,3,Female,15,1.5273270841435644,1.2086588884679088
Site 22,3,Female,16,0.8659399220247657,1.1049565651360052
Site 22,3,Female,17,0.5404312352558434,1.3479584427211546
Site 22,3,Female,18,2.192989902968318,1.7005849696623077
Site 22,3,Female,19,0.45442852009177537,1.8937294014479285
Site 22,3,Male,20,0.6959493209608325,1.566379442384015
Site 22,4,Male,1,0.9137210210958485,1.7970054831479327
Site 22,4,Female,2,0.684273471123404,1.8883305953910825
Site 22,4,Female,3,0.8438348290759925,1.6374800817690738
Site 22,4,Female,4,0.4545696240856357,1.2213485133937882
Site 22,4,Female,5,0.5504237967664612,1.2997549092644949
Site 22,4,Female,6,0.8495492183344554,0.8988124333062681
Site 22,4,Male,7,0.8985573187552828,1.8569897021898394
Site 22,4,Male,8,0.7525183524851717,1.6788944628704763
Site 22,4,Male,9,1.2964728177625835,1.3288662422201187
Site 22,4,Female,10,0.8151323706140138,1.3611339857162281
Site 22,4,Male,11,1.1278548094216232,1.1122166729794878
Site 22,4,Male,12,1.0323901557205193,1.4257137002342706
Site 22,4,Female,13,0.7751214155500936,1.1270320335560906
Site 22,4,Male,14,1.2062110237964707,1.080629801717511
Site 22,4,Female,15,0.8335984060367134,1.366396766024875
Site 22,4,Male,16,0.8859493588647666,1.1917570711626613
Site 22,4,Female,17,0.5987015052863538,1.8591850221939392
Site 22,4,Female,18,1.3027212876961862,1.652773059626244
Site 22,4,Male,19,0.9775568943881,1.3574937208497948
Site 22,4,Male,20,0.39375611909228614,1.2917336889187976
Site 22,5,Female,1,0.5859418118450843,1.1444123772609982
Site 22,5,Male,2,0.7734903947137268,1.1555020238195408
Site 22,5,Female,3,0.515379118853158,1.1182365203357916
Site 22,5,Male,4,0.90712558703573,0.9494323909150529
Site 22,5,Male,5,0.646601759387342,1.3112023621996756
Site 22,5,Female,6,1.1699222315976143,1.0472933280537084
Site 22,5,Male,7,0.5804998236013621,1.7252302217823314
Site 22,5,Male,8,1.2074240317010998,1.3795573906559426
Site 22,5,Female,9,0.8854280964207885,1.7236606387658984
Site 22,5,Male,10,0.8234164961584984,1.3348427688190778
Site 22,5,Male,11,0.9132182031999551,1.6292193878900982
Site 22,5,Female,12,0.4883570904698649,1.2948232296210092
Site 22,5,Male,13,1.0545971604838347,1.8195208786005352
Site 22,5,Male,14,1.0000744421165593,1.4432002460353304
Site 22,5,Female,15,0.5741407082515245,1.9585783172750024
Site 22,5,Female,16,0.9077911754198638,1.5656954644219303
Site 22,5,Male,17,1.2738886433825596,0.7376593889794864
Site 22,5,Male,18,1.1358113163701455,1.822775838131191
Site 22,5,Female,19,0.97798999543289,1.5538931191318897
Site 22,5,Male,20,0.5129048845770924,1.2483125741641565
Site 23,1,Female,1,2.9478954245725286,2.9157575126566035
Site 23,1,Male,2,2.621928708513699,2.977549272357392
Site 23,1,Female,3,3.199281102429042,3.3658230910122278
Site 23,1,Male,4,3.364486216307828,3.1380760033871073
Site 23,1,Male,5,2.187804980941297,3.4816748833923516
Site 23,1,Female,6,3.483416018922766,2.048198063225515
Site 23,1,Female,7,3.039884785026665,3.124420074379018
Site 23,1,Female,8,3.0985043242592267,3.4651522900331266
Site 23,1,Female,9,3.34662181407856,2.8169700052891224
Site 23,1,Female,10,3.0408252078563947,4.000638950733024
Site 23,1,Female,11,2.8264510774743075,3.3817518744498356
Site 23,1,Male,12,3.030466863040575,4.152656491231014
Site 23,1,Female,13,3.288089308864568,2.7189143909460682
Site 23,1,Male,14,3.1166374285270946,3.5753706276427963
Site 23,1,Male,15,3.5198300456543925,2.8568526405570704
Site 23,1,Male,16,2.687554525779638,3.371740929440316
Site 23,1,Male,17,4.819644409764619,3.5243173978438613
Site 23,1,Male,18,3.1293559123528008,3.91515067911669
Site 23,1,Male,19,2.932269419440308,3.445458390388297
Site 23,1,Male,20,2.536482930611244,3.1306615988305038
Site 23,2,Male,1,3.4611604226381125,3.5225808255772275
Site 23,2,Female,2,2.7925018637714625,3.869503461292657
Site 23,2,Female,3,3.0620582613501783,3.715253860374568
Site 23,2,Female,4,2.733986194634044,3.455576268446278
Site 23,2,Male,5,4.106231270761529,3.280323701434364
Site 23,2,Female,6,4.2561393107563,3.8259761727103707
Site 23,2,Female,7,3.4774193189155893,2.8161998432271833
Site 23,2,Male,8,2.4940601364743267,3.3540391687352424
Site 23,2,Female,9,4.469822963748969,4.297333773618301
Site 23,2,Female,10,3.3189281610659576,4.002755798024055
Site 23,2,Female,11,3.11697718419022,4.344320723862922
Site 23,2,Female,12,3.1783994516869134,2.4858011948402625
Site 23,2,Male,13,3.0985697550214013,3.6233389015323842
Site 23,2,Male,14,4.52481634928077,3.6990594025289996
Site 23,2,Male,15,3.623202348681834,4.857054810473036
Site 23,2,Male,16,3.5957875715510257,3.3996924668697868
Site 23,2,Male,17,2.9656810534613687,2.980138310504761
Site 23,2,Female,18,2.6600120073889535,2.9096953168202804
Site 23,2,Female,19,3.4926198923099085,4.190142499869782
Site 23,2,Female,20,3.9547653430529675,2.913295949393374
Site 23,3,Male,1,1.8904608700874639,3.7330438205760137
Site 23,3,Male,2,3.1302627093313338,3.5705494542726637
Site 23,3,Male,3,3.1626411534409282,3.281043064522401
Site 23,3,Female,4,2.9954275390791993,3.7035612687167747
Site 23,3,Male,5,3.3589223295699737,2.799182626402719
Site 23,3,Male,6,2.173107563196071,4.263934409161651
Site 23,3,Female,7,3.7806226741679243,4.316035188664917
Site 23,3,Male,8,3.8031521141164912,4.045692314450722
Site 23,3,Female,9,2.886121664468141,3.524336058469081
Site 23,3,Female,10,5.012788095763495,3.242392448244261
Site 23,3,Female,11,3.5773508750402834,3.2056427683635875
Site 23,3,Male,12,3.342148219815164,3.6728223388363386
Site 23,3,Female,13,3.3984424045681316,2.9265887276552798
Site 23,3,Female,14,4.154858218889505,3.9097170501058573
Site 23,3,Female,15,3.383880655271978,4.7492980325221374
Site 23,3,Male,16,3.793118161483357,2.89259632623094
Site 23,3,Female,17,3.0082814397563036,2.3217835743603947
Site 23,3,Female,18,3.0025413256045783,3.5703281519999344
Site 23,3,Female,19,3.890023518523007,3.252445336029087
Site 23,3,Female,20,2.96166542071969,4.695360653808779
Site 23,4,Female,1,2.9416896146281433,5.14500522956683
Site 23,4,Male,2,3.6035813939532853,3.545892420301286
Site 23,4,Female,3,2.32041317822227,3.2969731579836576
Site 23,4,Female,4,3.587548748553688,2.800645443360641
Site 23,4,Male,5,3.0539301850736162,4.1783952844633045
Site 23,4,Female,6,2.2595987169573624,3.3850336909101797
Site 23,4,Male,7,3.6005903104021457,4.619990178039521
Site 23,4,Male,8,3.663153907387182,3.5764862807840982
Site 23,4,Male,9,4.384232990233258,2.4700606621719126
Site 23,4,Female,10,4.158269930575632,2.7435387302750276
Site 23,4,Female,11,3.1844300378970347,3.261138356494964
Site 23,4,Female,12,4.606315537069452,4.004232410218914
Site 23,4,Female,13,4.521340671321091,3.280598996697953
Site 23,4,Male,14,3.171355041697502,3.7284476424842325
Site 23,4,Female,15,2.2231956989181816,3.8312554982597677
Site 23,4,Male,16,2.930329509928297,3.964552417174754
Site 23,4,Female,17,2.988100061426222,3.9496082806149064
Site 23,4,Male,18,2.574914123705055,3.1688688717013087
Site 23,4,Male,19,2.92345779884712,4.10218354540298
Site 23,4,Female,20,2.7347617549605174,3.3582969126359767
Site 23,5,Male,1,3.4983705548106556,2.8236591662287145
Site 23,5,Female,2,4.077760133761199,3.2879001579827936
Site 23,5,Male,3,3.076303124078183,4.139277579972711
Site 23,5,Male,4,3.688188070873653,4.098254951448616
Site 23,5,Male,5,3.366616483848964,3.8109573675436064
Site 23,5,Male,6,3.26181808727815,3.4113061752647202
Site 23,5,Male,7,4.51278640978177,3.099139548906333
Site 23,5,Male,8,2.823314413759923,4.7893547150702025
Site 23,5,Male,9,3.6258787974587046,4.019932936914709
Site 23,5,Male,10,3.7905492584878084,3.8735302218369583
Site 23,5,Female,11,3.442408642151482,3.8384537463769335
Site 23,5,Female,12,2.3744110327030064,2.7884696957091823
Site 23,5,Male,13,2.9412999774086694,3.552707860030301
Site 23,5,Male,14,3.186454640287154,3.2840225438722963
Site 23,5,Female,15,4.113717306045862,4.085489743673084
Site 23,5,Male,16,4.532041022196275,4.208960299706296
Site 23,5,Female,17,3.7912609613059565,4.186928014974685
Site 23,5,Male,18,3.7578848048905398,3.750589316710773
Site 23,5,Male,19,3.656899900418884,3.536258831876228
Site 23,5,Female,20,3.7961159215999496,3.6308280228956953
Site 24,1,Female,1,1.8713025721497043,0.6892980004468465
Site 24,1,Male,2,2.257871515805659,0.7396417869285394
Site 24,1,Male,3,2.1910039810870874,1.350705215946398
Site 24,1,Female,4,2.652464859869213,0.8840880265121848
Site 24,1,Female,5,2.3940603380429315,1.64860064814575
Site 24,1,Female,6,2.3372718606705787,1.2222332609031001
Site 24,1,Female,7,2.667699402439641,1.2773763796995774
Site 24,1,Male,8,2.2211664640812714,0.2770995260220491
Site 24,1,Male,9,1.7983299608622207,0.9542271122195554
Site 24,1,Male,10,2.031601461133629,0.7360078982442654
Site 24,1,Female,11,2.0534840645311254,1.182333323846759
Site 24,1,Female,12,2.121053974190048,0.4822740335258574
Site 24,1,Male,13,2.0115021994969515,0.3878070648195985
Site 24,1,Female,14,2.0689573724980557,0.14315775777278772
Site 24,1,Male,15,1.5288742231939119,0.791214552685135
Site 24,1,Male,16,1.9122502375212977,1.2358937553772227
Site 24,1,Female,17,2.732232537226648,1.667399868319361
Site 24,1,Female,18,1.8081963265289487,0.9171141457620392
Site 24,1,Female,19,2.6194774742979146,1.0499828884720088
Site 24,1,Male,20,2.961771500282485,1.0897657668316247
Site 24,2,Female,1,2.0879806958303098,0.5534862037776886
Site 24,2,Male,2,2.357041248529739,1.5488850242114411
Site 24,2,Male,3,2.603974552047683,0.34227715080071125
Site 24,2,Female,4,2.1107421538505764,1.4224910701159228
Site 24,2,Male,5,2.1940599084457113,0.8946426905191414
Site 24,2,Male,6,1.7532729227549384,1.7570801734098254
Site 24,2,Male,7,2.4300814347231423,0.35713396707325445
Site 24,2,Male,8,2.369477167186614,0.8894975620642022
Site 24,2,Female,9,2.136425748107686,0.39057314236676527
Site 24,2,Male,10,2.0625926866447846,1.2823943879624147
Site 24,2,Male,11,2.3650117943832645,-0.25495073759716336
Site 24,2,Male,12,2.2008226147063508,1.0646777886484482
Site 24,2,Male,13,2.498138900036101,1.084912829560502
Site 24,2,Female,14,2.1402559965448096,0.9348506454231911
Site 24,2,Male,15,1.7689401685514805,-0.21508962230405437
Site 24,2,Male,16,2.226262901814833,0.8393975523700865
Site 24,2,Female,17,1.7335155670135909,1.1286968404174047
Site 24,2,Female,18,1.9697057608201671,1.1073302056779282
Site 24,2,Female,19,1.9524668758363064,0.9442789958140565
Site 24,2,Male,20,2.117097176206751,1.374903161746779
Site 24,3,Male,1,2.2751884274085086,0.7648345827910622
Site 24,3,Male,2,1.4072933008149402,1.192095092312506
Site 24,3,Male,3,1.9817908103340238,0.39843002875688704
Site 24,3,Female,4,2.0820982848066634,0.4872415042740206
Site 24,3,Male,5,2.944587880038719,1.581553317913825
Site 24,3,Female,6,2.44871375306314,0.7569713188146384
Site 24,3,Female,7,2.024345276139607,1.0031691623320906
Site 24,3,Male,8,1.8450075621786626,0.8181692001732522
Site 24,3,Female,9,2.242877792671258,0.974060989944195
Site 24,3,Male,10,1.941958018351139,0.2149946256275721
Site 24,3,Male,11,2.5045693482520885,0.8621233886658047
Site 24,3,Female,12,2.417331316872717,0.6911627817519358
Site 24,3,Male,13,2.1131546492274245,0.7346924991088336
Site 24,3,Female,14,2.0738569925297257,0.043221445383425094
Site 24,3,Female,15,1.9316113176305882,1.0582012283821394
Site 24,3,Male,16,1.9607955543725648,0.6879599064133977
Site 24,3,Male,17,2.6359989955678964,0.6204672459615552
Site 24,3,Male,18,2.3475571642130943,0.5675671024672553
Site 24,3,Male,19,2.3301858884392197,0.9455308422150533
Site 24,3,Female,20,2.2294862331363516,0.8265143079254981
Site 24,4,Female,1,2.84053657512228,0.3167484905470742
Site 24,4,Male,2,1.7191648001466824,0.6449791334625946
Site 24,4,Female,3,2.105337967280465,0.17508227079939187
Site 24,4,Female,4,2.068588813187076,1.2401409175437776
Site 24,4,Male,5,1.6365773555510401,1.1380910021105664
Site 24,4,Male,6,1.864563952188204,1.1544106115736013
Site 24,4,Female,7,1.9401751788859023,0.720563337432107
Site 24,4,Female,8,2.0453564912987976,1.18824275485457
Site 24,4,Male,9,2.0990528970269517,0.5127633593145302
Site 24,4,Male,10,2.1806519215698943,0.42895126707176845
Site 24,4,Male,11,2.017142303805965,1.4481833098799848
Site 24,4,Female,12,2.4720990836238648,1.2722578681798726
Site 24,4,Female,13,2.2978959522294478,1.6974745385508512
Site 24,4,Female,14,1.7690972596956152,0.3268766802416483
Site 24,4,Male,15,2.5458987399810855,1.211283421947151
Site 24,4,Male,16,1.8323542013240948,1.669112472768296
Site 24,4,Female,17,2.1940758339572333,1.1618170972024369
Site 24,4,Female,18,2.2073453818318827,0.6368166845883046
